Data_Partition,Cluster_ID,Top_Keywords,Topic_Summarization,Number_of_Posts
part_a,671,"[{'term': 'trump', 'score': 2579.0}, {'term': 'like', 'score': 963.0}, {'term': 'smell', 'score': 818.0}, {'term': 'smells', 'score': 539.0}, {'term': 'cologne', 'score': 493.0}, {'term': 'fight', 'score': 424.0}, {'term': 'donald', 'score': 278.0}, {'term': 'new', 'score': 252.0}, {'term': 'fragrance', 'score': 245.0}, {'term': 'just', 'score': 213.0}]","{'title': ""Trump's Fragrance Fiasco"", 'description': ""The posts mock Donald Trump's launch of a controversial fragrance line, ridiculing both the product and his alleged body odor, using exaggerated comparisons to rotten eggs, diapers, and fast food. The humor centers on the absurdity of a political figure profiting from a scent-based brand tied to his controversial image.""}",2247
part_a,672,"[{'term': 'trump', 'score': 1037.0}, {'term': 'meme', 'score': 485.0}, {'term': 'memes', 'score': 398.0}, {'term': 'like', 'score': 116.0}, {'term': 'post', 'score': 104.0}, {'term': 'just', 'score': 102.0}, {'term': 'don', 'score': 92.0}, {'term': 'posting', 'score': 75.0}, {'term': 'pictures', 'score': 74.0}, {'term': 'stop', 'score': 66.0}]","{'title': 'Trump Memes: A Cultural Archive of Resistance', 'description': ""This cluster centers on the widespread use of memes as a form of political satire and emotional release in response to Donald Trump's enduring presence in public life. Users share, recycle, and create anti-Trump memes while expressing fatigue with constant imagery and a desire to avoid promoting him through visual content.""}",1017
part_a,673,"[{'term': 'trump', 'score': 2919.0}, {'term': 'tariffs', 'score': 2490.0}, {'term': 'steel', 'score': 2321.0}, {'term': 'aluminum', 'score': 1854.0}, {'term': '25', 'score': 1835.0}, {'term': 'imports', 'score': 1114.0}, {'term': 'president', 'score': 861.0}, {'term': 'announce', 'score': 854.0}, {'term': 'monday', 'score': 735.0}, {'term': 'donald', 'score': 702.0}]","{'title': ""Trump's 25% Steel and Aluminum Tariffs"", 'description': 'President Donald Trump announced plans to impose 25% tariffs on all imported steel and aluminum, affecting major trading partners like Canada, Mexico, and the EU. The move is part of a broader trade strategy involving reciprocal tariffs and has sparked global concern over potential trade wars and economic fallout.'}",1386
part_a,674,"[{'term': 'maga', 'score': 655.0}, {'term': 'mental', 'score': 523.0}, {'term': 'illness', 'score': 294.0}, {'term': 'health', 'score': 139.0}, {'term': 'people', 'score': 121.0}, {'term': 'mentally', 'score': 90.0}, {'term': 'ill', 'score': 82.0}, {'term': 'disorder', 'score': 72.0}, {'term': 'like', 'score': 64.0}, {'term': 'just', 'score': 64.0}]","{'title': 'MAGA as a Mental Illness: Debate and Controversy', 'description': 'These posts debate whether the MAGA movement constitutes a mental illness, with some arguing it reflects widespread untreated mental health issues, while others warn against stigmatizing mental illness and emphasize political ideology over pathology.'}",637
part_a,675,"[{'term': 'trump', 'score': 1244.0}, {'term': 'mp', 'score': 663.0}, {'term': 'canadian', 'score': 623.0}, {'term': 'canada', 'score': 586.0}, {'term': 'angus', 'score': 558.0}, {'term': 'charlie', 'score': 522.0}, {'term': 'youtube', 'score': 429.0}, {'term': 'video', 'score': 364.0}, {'term': 'meidastouch', 'score': 363.0}, {'term': 'youtu', 'score': 203.0}]","{'title': ""Canadian MPs Condemn Trump's Attacks"", 'description': ""Canadian politicians, notably MP Charlie Angus and Green Party leader Elizabeth May, deliver fiery speeches denouncing Donald Trump's rhetoric and actions, emphasizing Canada's resilience and commitment to democratic values in the face of perceived threats from the U.S. president-elect.""}",791
part_a,676,"[{'term': 'trump', 'score': 37047.0}, {'term': 'ukraine', 'score': 30258.0}, {'term': 'putin', 'score': 12690.0}, {'term': 'war', 'score': 11764.0}, {'term': 'russia', 'score': 10705.0}, {'term': 'president', 'score': 6503.0}, {'term': 'end', 'score': 5916.0}, {'term': 'donald', 'score': 4255.0}, {'term': 'peace', 'score': 3572.0}, {'term': 'zelensky', 'score': 3340.0}]","{'title': ""Trump's Ukraine Policy: Fear of Abandonment"", 'description': ""The posts express widespread concern that Donald Trump will abandon Ukraine, cut military aid, and broker a deal favoring Russia. Many believe Trump's promises to end the war quickly are performative, driven by loyalty to Putin rather than U.S. or Ukrainian interests.""}",25315
part_a,677,"[{'term': 'salute', 'score': 5963.0}, {'term': 'nazi', 'score': 5770.0}, {'term': 'trump', 'score': 5565.0}, {'term': 'musk', 'score': 4236.0}, {'term': 'elon', 'score': 3205.0}, {'term': 'maga', 'score': 1618.0}, {'term': 'inauguration', 'score': 1290.0}, {'term': 'did', 'score': 1142.0}, {'term': 'just', 'score': 1003.0}, {'term': 'gesture', 'score': 918.0}]","{'title': ""Elon Musk's Nazi Salute at Trump Inauguration"", 'description': ""A cluster of posts reacting to Elon Musk's gesture at Donald Trump's 2025 inauguration, widely interpreted as a Nazi salute. The posts express outrage over the perceived normalization of fascist symbolism, the silence from mainstream media, and the broader implications for democracy and authoritarianism in the U.S.""}",6324
part_a,678,"[{'term': 'china', 'score': 1010.0}, {'term': 'trump', 'score': 860.0}, {'term': 'maga', 'score': 538.0}, {'term': 'hats', 'score': 216.0}, {'term': 'america', 'score': 189.0}, {'term': 'merch', 'score': 152.0}, {'term': 'chinese', 'score': 99.0}, {'term': 'products', 'score': 97.0}, {'term': 'merchandise', 'score': 89.0}, {'term': 'like', 'score': 89.0}]","{'title': ""Trump's Hypocritical 'Made in China' Merch"", 'description': ""The posts expose the irony and hypocrisy of Donald Trump's 'America First' rhetoric, highlighting that his MAGA merchandise, including hats, clothes, and accessories, are predominantly manufactured in China. The cluster critiques the contradiction between his political messaging and his own reliance on foreign production.""}",1105
part_a,679,"[{'term': 'trump', 'score': 1593.0}, {'term': 'children', 'score': 897.0}, {'term': 'families', 'score': 563.0}, {'term': 'separated', 'score': 525.0}, {'term': 'parents', 'score': 416.0}, {'term': 'kids', 'score': 378.0}, {'term': 'policy', 'score': 370.0}, {'term': 'administration', 'score': 364.0}, {'term': 'family', 'score': 350.0}, {'term': 'separation', 'score': 333.0}]","{'title': ""Unreunited: Trump's Family Separation Legacy"", 'description': ""These posts highlight the ongoing humanitarian crisis stemming from Donald Trump's 2018 'zero tolerance' immigration policy, which separated over 5,000 children from their parents at the U.S.-Mexico border. Despite efforts by the Biden administration, more than 1,300 children remain unaccounted for, fueling fears of a repeat under a potential second Trump term.""}",1187
part_a,680,"[{'term': 'trump', 'score': 2075.0}, {'term': 'military', 'score': 1274.0}, {'term': 'emergency', 'score': 1062.0}, {'term': 'national', 'score': 1017.0}, {'term': 'mass', 'score': 930.0}, {'term': 'deportations', 'score': 736.0}, {'term': 'use', 'score': 731.0}, {'term': 'declare', 'score': 671.0}, {'term': 'border', 'score': 527.0}, {'term': 'president', 'score': 450.0}]","{'title': ""Trump's Plan to Use Military for Mass Deportations"", 'description': ""Multiple posts detail Donald Trump's confirmed intention to declare a national emergency and deploy military assets to carry out mass deportations of undocumented immigrants. Critics warn this plan represents a dangerous overreach of executive power, potential violation of civil rights, and a move toward authoritarian governance.""}",1186
part_a,681,"[{'term': 'trump', 'score': 854.0}, {'term': 'nazi', 'score': 854.0}, {'term': 'musk', 'score': 674.0}, {'term': 'elon', 'score': 442.0}, {'term': 'nazis', 'score': 344.0}, {'term': 'like', 'score': 110.0}, {'term': 'just', 'score': 82.0}, {'term': 'donald', 'score': 79.0}, {'term': 'support', 'score': 68.0}, {'term': 'don', 'score': 64.0}]","{'title': 'Elon Musk and Trump Accused of Nazi Sympathies', 'description': ""A cluster of social media posts accuses Elon Musk and Donald Trump of being Nazis or Nazi sympathizers, citing Musk's Nazi salute, associations with far-right groups, and shared rhetoric. The posts frame their alliance as a threat to democracy, linking them to neo-Nazi ideologies and extremist movements.""}",804
part_a,682,"[{'term': 'white', 'score': 3011.0}, {'term': 'women', 'score': 2920.0}, {'term': 'trump', 'score': 2447.0}, {'term': 'voted', 'score': 1627.0}, {'term': 'vote', 'score': 446.0}, {'term': 'majority', 'score': 372.0}, {'term': 'men', 'score': 334.0}, {'term': '53', 'score': 325.0}, {'term': 'woman', 'score': 289.0}, {'term': 'voting', 'score': 248.0}]","{'title': ""White Women's Votes for Trump: A Divisive Political Reality"", 'description': ""These posts center on the widespread concern and criticism surrounding the fact that a majority of white women voted for Donald Trump in recent elections. The discourse highlights the perceived contradiction between supporting a candidate who undermines women's rights and the broader feminist movement, while also addressing the intersection of race, gender, and political loyalty.""}",2218
part_a,683,"[{'term': 'trump', 'score': 13311.0}, {'term': 'black', 'score': 5479.0}, {'term': 'racist', 'score': 4517.0}, {'term': 'white', 'score': 3723.0}, {'term': 'people', 'score': 3124.0}, {'term': 'voted', 'score': 1882.0}, {'term': 'racism', 'score': 1739.0}, {'term': 'voters', 'score': 1326.0}, {'term': 'like', 'score': 1272.0}, {'term': 'just', 'score': 1249.0}]","{'title': ""Trump's Racism and White Support"", 'description': ""The posts collectively condemn Donald Trump as a racist figure whose policies and rhetoric appeal to white supremacist sentiments, while highlighting the complicity of white voters and the GOP in enabling his rise. They critique the myth of 'Black support' for Trump and emphasize systemic racism in American politics.""}",11190
part_a,684,"[{'term': 'trump', 'score': 6631.0}, {'term': 'guantanamo', 'score': 3954.0}, {'term': 'bay', 'score': 3621.0}, {'term': 'migrants', 'score': 2397.0}, {'term': '000', 'score': 1612.0}, {'term': '30', 'score': 1577.0}, {'term': 'guantánamo', 'score': 1471.0}, {'term': 'detention', 'score': 1348.0}, {'term': 'camp', 'score': 1237.0}, {'term': 'president', 'score': 1097.0}]","{'title': ""Trump's Gitmo Migrant Detention Plan"", 'description': ""Posts express outrage over President Trump's plan to establish a 30,000-person migrant detention facility at Guantanamo Bay, criticizing it as a dangerous, inhumane, and historically problematic move that echoes past abuses and raises serious legal and ethical concerns.""}",4458
part_a,685,"[{'term': 'trump', 'score': 2038.0}, {'term': 'tariffs', 'score': 1531.0}, {'term': 'market', 'score': 885.0}, {'term': 'stock', 'score': 777.0}, {'term': 'markets', 'score': 547.0}, {'term': 'stocks', 'score': 437.0}, {'term': 'tariff', 'score': 425.0}, {'term': 'mexico', 'score': 265.0}, {'term': 'trade', 'score': 252.0}, {'term': 'canada', 'score': 239.0}]","{'title': ""Trump's Tariff Threats and Market Manipulation Allegations"", 'description': ""Posts express widespread concern over Donald Trump's sudden tariff announcements, which triggered sharp stock market declines and a surge in the U.S. dollar. Many users speculate that the volatility was orchestrated to manipulate markets, allowing insiders to profit from strategic buying and selling, with accusations of insider trading and financial exploitation. ""}",1345
part_a,686,"[{'term': 'trump', 'score': 2612.0}, {'term': 'mexico', 'score': 1795.0}, {'term': 'cartels', 'score': 1351.0}, {'term': 'drug', 'score': 583.0}, {'term': 'invade', 'score': 568.0}, {'term': 'mexican', 'score': 542.0}, {'term': 'war', 'score': 457.0}, {'term': 'military', 'score': 430.0}, {'term': 'terrorist', 'score': 295.0}, {'term': 'cartel', 'score': 254.0}]","{'title': ""Trump's Threats to Invade Mexico Over Cartels"", 'description': ""Posts detail growing concerns over Donald Trump's reported plans to designate Mexican drug cartels as terrorist organizations and potentially launch military operations inside Mexico. Experts warn these actions could spark a dangerous escalation, destabilize U.S.-Mexico relations, and provoke violent retaliation.""}",1814
part_a,687,"[{'term': 'trump', 'score': 1105.0}, {'term': 'russian', 'score': 876.0}, {'term': 'asset', 'score': 730.0}, {'term': 'russia', 'score': 184.0}, {'term': 'kgb', 'score': 181.0}, {'term': 'years', 'score': 159.0}, {'term': 'putin', 'score': 137.0}, {'term': 'agent', 'score': 118.0}, {'term': 'donald', 'score': 116.0}, {'term': '40', 'score': 116.0}]","{'title': 'Trump as Russian Asset: Conspiracy Narrative', 'description': 'A cluster of posts repeatedly asserts that Donald Trump is a Russian asset, citing claims from ex-KGB officials and alleged long-term Russian influence. The posts frame Trump’s actions as aligned with Russian interests, often dismissing skepticism as willful ignorance.'}",913
part_a,688,"[{'term': 'trump', 'score': 8539.0}, {'term': 'putin', 'score': 8063.0}, {'term': 'like', 'score': 787.0}, {'term': 'just', 'score': 608.0}, {'term': 'russia', 'score': 555.0}, {'term': 'wants', 'score': 513.0}, {'term': 'think', 'score': 449.0}, {'term': 'puppet', 'score': 421.0}, {'term': 'does', 'score': 395.0}, {'term': 'know', 'score': 309.0}]","{'title': 'Trump and Putin: A Power Dynamic of Allegiance', 'description': ""The posts collectively depict a recurring narrative that Donald Trump is under Vladimir Putin's influence, portraying their relationship as one-sided, with Trump serving Putin's interests. The tone is critical and conspiratorial, suggesting Trump acts as a puppet or useful idiot, prioritizing Putin over U.S. allies and national interests.""}",7073
part_a,689,"[{'term': 'maga', 'score': 1725.0}, {'term': 'immigrants', 'score': 621.0}, {'term': 'deport', 'score': 363.0}, {'term': 'people', 'score': 254.0}, {'term': 'illegal', 'score': 214.0}, {'term': 'immigrant', 'score': 213.0}, {'term': 'trump', 'score': 197.0}, {'term': 'deported', 'score': 190.0}, {'term': 'just', 'score': 190.0}, {'term': 'like', 'score': 168.0}]","{'title': ""MAGA's Hypocrisy on Immigration"", 'description': 'These posts expose the contradictions and hypocrisy of MAGA supporters who advocate for mass deportations while often benefiting from or ignoring the contributions of immigrants, including those within their own circles. The tone is critical and satirical, highlighting the racial and political double standards in the immigration debate.'}",1658
part_a,690,"[{'term': 'trump', 'score': 1657.0}, {'term': 'el', 'score': 1537.0}, {'term': 'salvador', 'score': 1419.0}, {'term': 'criminals', 'score': 688.0}, {'term': 'citizens', 'score': 546.0}, {'term': 'american', 'score': 517.0}, {'term': 'rubio', 'score': 466.0}, {'term': 'president', 'score': 436.0}, {'term': 'prison', 'score': 377.0}, {'term': 'send', 'score': 346.0}]","{'title': ""Trump's Plan to Send U.S. Prisoners to El Salvador"", 'description': ""A cluster of posts expresses alarm over Donald Trump's proposal to send American criminals, including U.S. citizens, to El Salvador's overcrowded and controversial mega-prison. Critics argue the plan is illegal, unethical, and reminiscent of authoritarian practices, raising concerns about human rights abuses and political targeting.""}",1183
part_a,691,"[{'term': 'hitler', 'score': 1159.0}, {'term': 'trump', 'score': 1024.0}, {'term': 'days', 'score': 964.0}, {'term': '53', 'score': 754.0}, {'term': 'democracy', 'score': 691.0}, {'term': 'took', 'score': 494.0}, {'term': 'constitution', 'score': 493.0}, {'term': 'dismantled', 'score': 364.0}, {'term': 'germany', 'score': 268.0}, {'term': 'used', 'score': 230.0}]","{'title': 'Trump and the 53-Day Democracy Collapse', 'description': ""The posts draw alarming parallels between Donald Trump's rapid consolidation of power and Adolf Hitler's dismantling of German democracy in just 53 days. They warn that Trump, aided by allies like Elon Musk and a compliant Republican Party, is accelerating a similar authoritarian playbook, urging immediate resistance before it's too late.""}",1024
part_a,692,"[{'term': 'trump', 'score': 1013.0}, {'term': 'tariffs', 'score': 791.0}, {'term': 'eu', 'score': 699.0}, {'term': 'european', 'score': 338.0}, {'term': 'union', 'score': 279.0}, {'term': 'trade', 'score': 255.0}, {'term': 'president', 'score': 226.0}, {'term': 'says', 'score': 204.0}, {'term': 'donald', 'score': 203.0}, {'term': 'impose', 'score': 157.0}]","{'title': 'EU Prepares for Trump Tariff Retaliation', 'description': ""The European Union is gearing up to respond firmly to potential U.S. tariffs threatened by Donald Trump, citing trade imbalances and unfair practices. EU leaders and officials have pledged proportionate retaliation, including 'Buy Europe' legislation and targeted countermeasures, as tensions escalate over trade policy.""}",581
part_a,693,"[{'term': 'maga', 'score': 2950.0}, {'term': 'nazi', 'score': 1692.0}, {'term': 'nazis', 'score': 1342.0}, {'term': 'like', 'score': 402.0}, {'term': 'just', 'score': 363.0}, {'term': 'people', 'score': 335.0}, {'term': 'germany', 'score': 295.0}, {'term': 'trump', 'score': 261.0}, {'term': 'hitler', 'score': 229.0}, {'term': 'don', 'score': 215.0}]","{'title': 'MAGA as Modern Nazism', 'description': 'These posts draw explicit parallels between the MAGA movement and Nazi ideology, arguing that MAGA embodies similar far-right, authoritarian, and xenophobic principles. The recurring theme is that MAGA supporters are enabling a fascist agenda, with many equating the movement to historical Nazism in both rhetoric and action.'}",2666
part_a,694,"[{'term': 'mussolini', 'score': 726.0}, {'term': 'trump', 'score': 692.0}, {'term': 'hitler', 'score': 200.0}, {'term': 'like', 'score': 196.0}, {'term': 'just', 'score': 80.0}, {'term': 'benito', 'score': 62.0}, {'term': 'people', 'score': 59.0}, {'term': 'fascist', 'score': 53.0}, {'term': 'italy', 'score': 52.0}, {'term': 'did', 'score': 50.0}]","{'title': 'Trump Compared to Mussolini', 'description': 'The posts repeatedly draw parallels between Donald Trump and Benito Mussolini, highlighting similarities in mannerisms, rhetoric, authoritarian tendencies, and self-aggrandizement. While acknowledging differences, the dominant theme is the perceived resemblance in narcissism, populist theatrics, and fascist-style leadership, with many expressing hope that Trump meets a similar fate to Mussolini.'}",644
part_a,695,"[{'term': 'trump', 'score': 1029.0}, {'term': 'hitler', 'score': 894.0}, {'term': 'generals', 'score': 833.0}, {'term': 'kind', 'score': 289.0}, {'term': 'like', 'score': 268.0}, {'term': 'need', 'score': 251.0}, {'term': 'military', 'score': 218.0}, {'term': 'said', 'score': 166.0}, {'term': 'american', 'score': 142.0}, {'term': 'kelly', 'score': 139.0}]","{'title': ""Trump's Obsession with Hitler's Generals"", 'description': ""A cluster of posts highlights concerns over Donald Trump's repeated statements expressing admiration for Adolf Hitler and his desire for military leaders loyal above all to him, despite the historical reality that many of Hitler's generals opposed him. The posts emphasize the danger of such rhetoric in undermining democratic norms and the military's oath to the Constitution.""}",695
part_a,696,"[{'term': 'trump', 'score': 845.0}, {'term': 'native', 'score': 521.0}, {'term': 'americans', 'score': 432.0}, {'term': 'people', 'score': 380.0}, {'term': 'indigenous', 'score': 304.0}, {'term': 'navajo', 'score': 274.0}, {'term': 'ice', 'score': 196.0}, {'term': 'reports', 'score': 186.0}, {'term': 'detained', 'score': 173.0}, {'term': 'immigration', 'score': 161.0}]","{'title': ""Trump's Attacks on Native American Citizenship"", 'description': ""Posts express outrage over reports that Native Americans, including Navajo and Pueblo people, were detained by ICE and questioned about their citizenship under Trump's administration. Many highlight the absurdity and historical injustice of targeting Indigenous peoples—first nations of the land—amid claims that they are not truly American.""}",768
part_a,697,"[{'term': 'citizenship', 'score': 1067.0}, {'term': 'trump', 'score': 1037.0}, {'term': 'birthright', 'score': 856.0}, {'term': 'native', 'score': 792.0}, {'term': 'americans', 'score': 733.0}, {'term': 'admin', 'score': 479.0}, {'term': 'court', 'score': 343.0}, {'term': 'questions', 'score': 333.0}, {'term': 'indians', 'score': 300.0}, {'term': 'excluding', 'score': 276.0}]","{'title': 'Trump Admin Challenges Native American Citizenship', 'description': 'The Trump administration argued in court that Native Americans are not entitled to birthright citizenship, relying on pre-14th Amendment laws. This claim contradicts the Indian Citizenship Act of 1924 and has been widely condemned as historically inaccurate and racially motivated.'}",570
part_a,698,"[{'term': 'trump', 'score': 6752.0}, {'term': 'visas', 'score': 4299.0}, {'term': 'maga', 'score': 3774.0}, {'term': 'musk', 'score': 3652.0}, {'term': '1b', 'score': 3430.0}, {'term': 'workers', 'score': 2860.0}, {'term': 'visa', 'score': 2168.0}, {'term': 'elon', 'score': 2139.0}, {'term': 'h1b', 'score': 1776.0}, {'term': 'foreign', 'score': 1629.0}]","{'title': 'MAGA Divided Over H-1B Visas', 'description': 'A growing rift within the MAGA movement emerges as Trump, Elon Musk, and Vivek Ramaswamy support expanding H-1B visas for skilled foreign workers, clashing with nativist factions who oppose the program. The debate reveals deep contradictions in Trump’s immigration stance and highlights the influence of billionaire donors over populist rhetoric.'}",5719
part_a,699,"[{'term': 'trump', 'score': 692.0}, {'term': 'anthem', 'score': 605.0}, {'term': 'national', 'score': 394.0}, {'term': 'fans', 'score': 337.0}, {'term': 'booing', 'score': 270.0}, {'term': 'canada', 'score': 257.0}, {'term': 'canadian', 'score': 248.0}, {'term': 'boo', 'score': 235.0}, {'term': 'hockey', 'score': 230.0}, {'term': 'game', 'score': 223.0}]","{'title': 'Canadians Boo U.S. Anthem Over Trump Tariffs', 'description': ""Canadian sports fans are booing the U.S. national anthem at NHL and NBA games in protest of President Trump's tariffs and hostile rhetoric toward Canada. The backlash reflects growing frustration with U.S. policies, though many emphasize the protests are directed at Trump and his administration, not American citizens or athletes.""}",592
part_a,700,"[{'term': 'trump', 'score': 975.0}, {'term': 'private', 'score': 791.0}, {'term': 'prison', 'score': 592.0}, {'term': 'prisons', 'score': 429.0}, {'term': 'profit', 'score': 191.0}, {'term': 'companies', 'score': 183.0}, {'term': 'geo', 'score': 167.0}, {'term': 'detention', 'score': 165.0}, {'term': 'deportation', 'score': 163.0}, {'term': 'group', 'score': 132.0}]","{'title': 'Trump’s Re-Election and the Private Prison Boom', 'description': 'Posts highlight the surge in private prison stock prices following Trump’s 2024 election win, linking his promised mass deportation plan to massive profits for for-profit prison companies and their political donors. The cluster underscores concerns over the criminalization of immigration, corporate greed, and the revival of a prison-industrial complex driven by political and financial incentives.'}",723
part_a,701,"[{'term': 'trump', 'score': 3256.0}, {'term': 'canada', 'score': 2263.0}, {'term': 'oil', 'score': 1966.0}, {'term': 'tariffs', 'score': 1681.0}, {'term': 'energy', 'score': 1016.0}, {'term': 'canadian', 'score': 935.0}, {'term': 'gas', 'score': 759.0}, {'term': 'cut', 'score': 659.0}, {'term': 'tariff', 'score': 634.0}, {'term': 'prices', 'score': 502.0}]","{'title': ""Canada's Energy Retaliation Threats Against Trump Tariffs"", 'description': ""A cluster of posts discusses Canada's potential retaliation against proposed U.S. tariffs under Donald Trump, focusing on cutting off oil, gas, and electricity exports. The posts highlight the economic vulnerability of the U.S. due to its heavy reliance on Canadian energy and warn of rising gas prices and power outages if tariffs are imposed.""}",2335
part_a,702,"[{'term': 'trump', 'score': 4975.0}, {'term': 'latinos', 'score': 2263.0}, {'term': 'latino', 'score': 1942.0}, {'term': 'voted', 'score': 1597.0}, {'term': 'vote', 'score': 843.0}, {'term': 'voters', 'score': 771.0}, {'term': 'hispanic', 'score': 613.0}, {'term': 'men', 'score': 587.0}, {'term': 'people', 'score': 495.0}, {'term': 'like', 'score': 397.0}]","{'title': 'Latino Male Support for Trump in 2024', 'description': 'A cluster of posts analyzing the significant shift in Latino male voter support toward Donald Trump in the 2024 election, exploring factors like economic concerns, cultural identity, and political messaging. The posts reflect both surprise and criticism over this trend, highlighting internal divisions within the Latino community and concerns about the consequences of this political realignment.'}",4161
part_a,703,"[{'term': 'trump', 'score': 2592.0}, {'term': 'nazi', 'score': 2047.0}, {'term': 'nazis', 'score': 1067.0}, {'term': 'people', 'score': 300.0}, {'term': 'like', 'score': 277.0}, {'term': 'just', 'score': 241.0}, {'term': 'supporters', 'score': 196.0}, {'term': 'voted', 'score': 193.0}, {'term': 'think', 'score': 183.0}, {'term': 'support', 'score': 161.0}]","{'title': 'Trump Supporters Accused of Nazi Sympathies', 'description': 'The posts collectively accuse Donald Trump and his supporters of being Nazis or Nazi sympathizers, citing his rhetoric, policies, and associations with far-right extremists. The cluster reflects a polarized political climate where accusations of Nazism are used to condemn Trump and his base.'}",2323
part_a,704,"[{'term': 'hitler', 'score': 5099.0}, {'term': 'trump', 'score': 5085.0}, {'term': 'like', 'score': 856.0}, {'term': 'just', 'score': 512.0}, {'term': 'people', 'score': 464.0}, {'term': 'did', 'score': 348.0}, {'term': 'think', 'score': 315.0}, {'term': 'donald', 'score': 288.0}, {'term': 'don', 'score': 263.0}, {'term': 'germany', 'score': 252.0}]","{'title': 'Trump and Hitler: Parallels in Power and Rhetoric', 'description': ""These posts draw extensive comparisons between Donald Trump and Adolf Hitler, highlighting perceived similarities in rhetoric, authoritarian tendencies, and political strategy. The cluster reflects widespread concern over the normalization of extremist language and the erosion of democratic norms, with many users arguing that Trump's actions mirror key stages of Hitler's rise to power.""}",4267
part_a,705,"[{'term': 'trump', 'score': 762.0}, {'term': 'hitler', 'score': 472.0}, {'term': 'book', 'score': 316.0}, {'term': 'read', 'score': 309.0}, {'term': 'speeches', 'score': 295.0}, {'term': 'mein', 'score': 281.0}, {'term': 'kampf', 'score': 269.0}, {'term': 'ivana', 'score': 228.0}, {'term': 'kept', 'score': 207.0}, {'term': 'bed', 'score': 168.0}]","{'title': 'Trump and Hitler: Bedside Book Controversy', 'description': ""Posts revolve around claims—primarily from Ivana Trump—that Donald Trump kept a book of Adolf Hitler's speeches, titled 'My New Order,' on his nightstand. Despite Trump's denials and assertions he can't read, the repeated references highlight concerns about his rhetoric and perceived admiration for Hitler's propaganda tactics.""}",534
part_a,706,"[{'term': 'trump', 'score': 1249.0}, {'term': 'trudeau', 'score': 956.0}, {'term': 'minister', 'score': 490.0}, {'term': 'lago', 'score': 450.0}, {'term': 'mar', 'score': 448.0}, {'term': 'prime', 'score': 422.0}, {'term': 'canadian', 'score': 418.0}, {'term': 'justin', 'score': 415.0}, {'term': 'florida', 'score': 401.0}, {'term': 'donald', 'score': 364.0}]","{'title': ""Trudeau's Florida Visit Amid Trump Tariff Threats"", 'description': 'Canadian Prime Minister Justin Trudeau traveled to Florida to meet with President-elect Donald Trump at Mar-a-Lago to discuss looming U.S. tariff threats on Canadian goods. The unannounced meeting, involving Trudeau and senior ministers, aimed to address trade, border security, and potential economic fallout.'}",537
part_a,707,"[{'term': 'trump', 'score': 1673.0}, {'term': 'workers', 'score': 803.0}, {'term': 'farm', 'score': 662.0}, {'term': 'farmers', 'score': 561.0}, {'term': 'mass', 'score': 486.0}, {'term': 'deportations', 'score': 444.0}, {'term': 'food', 'score': 400.0}, {'term': 'deportation', 'score': 398.0}, {'term': 'immigrants', 'score': 350.0}, {'term': 'california', 'score': 293.0}]","{'title': ""MAGA Farmers Face Fallout from Trump's Deportation Promises"", 'description': 'Farmers who supported Trump are now alarmed by his mass deportation plans, as nearly half of U.S. farmworkers are undocumented. Their fears center on labor shortages, crop rot, and economic collapse—highlighting a stark contradiction between their political choices and economic dependence on immigrant labor.'}",1119
part_a,708,"[{'term': 'trump', 'score': 7597.0}, {'term': 'farmers', 'score': 6733.0}, {'term': 'voted', 'score': 1793.0}, {'term': 'tariffs', 'score': 1528.0}, {'term': 'china', 'score': 1177.0}, {'term': 'usaid', 'score': 1062.0}, {'term': 'time', 'score': 975.0}, {'term': 'farm', 'score': 929.0}, {'term': 'american', 'score': 870.0}, {'term': 'farms', 'score': 708.0}]","{'title': ""Farmers Betrayed by Trump's Trade Policies"", 'description': 'This cluster highlights the backlash against farmers who supported Trump, citing his tariffs that triggered trade retaliation, market losses, and subsequent bailouts. Many express frustration that farmers voted for Trump despite repeated economic harm to their livelihoods, now facing further losses due to the shutdown of USAID food aid contracts.'}",6698
part_a,709,"[{'term': 'trump', 'score': 837.0}, {'term': 'undocumented', 'score': 438.0}, {'term': 'workers', 'score': 359.0}, {'term': 'immigrants', 'score': 292.0}, {'term': 'illegal', 'score': 161.0}, {'term': 'golf', 'score': 117.0}, {'term': 'work', 'score': 107.0}, {'term': 'tower', 'score': 94.0}, {'term': 'working', 'score': 84.0}, {'term': 'people', 'score': 78.0}]","{'title': ""Trump's Hypocrisy on Undocumented Workers"", 'description': ""The posts expose Donald Trump's long history of employing undocumented immigrants at his properties, despite his public rhetoric against illegal immigration. They highlight the hypocrisy of a political figure who profits from cheap, exploited labor while advocating for harsh immigration enforcement.""}",649
part_a,710,"[{'term': 'trump', 'score': 1763.0}, {'term': 'venezuelans', 'score': 969.0}, {'term': 'administration', 'score': 725.0}, {'term': 'status', 'score': 596.0}, {'term': 'protections', 'score': 555.0}, {'term': 'temporary', 'score': 524.0}, {'term': 'deportation', 'score': 522.0}, {'term': '000', 'score': 513.0}, {'term': 'biden', 'score': 437.0}, {'term': 'protected', 'score': 417.0}]","{'title': 'Trump Revokes TPS for 600,000 Venezuelans', 'description': 'The Trump administration has terminated Temporary Protected Status for over 600,000 Venezuelans in the U.S., stripping them of legal status and placing them at risk of deportation despite ongoing crises in Venezuela. Critics condemn the move as cruel and politically motivated, highlighting the danger of sending people back to an oppressive regime.'}",919
